,name,category_name,category,training_split
0,April_09_brush_hair_u_nm_np1_ba_goo_0,brush_hair,0,False
1,April_09_brush_hair_u_nm_np1_ba_goo_1,brush_hair,0,False
2,April_09_brush_hair_u_nm_np1_ba_goo_2,brush_hair,0,False
3,Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np1_ba_goo_4,brush_hair,0,True
4,Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np1_ri_med_3,brush_hair,0,True
5,Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_goo_0,brush_hair,0,True
6,Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_goo_1,brush_hair,0,True
7,Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_med_2,brush_hair,0,True
8,Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_ba_med_3,brush_hair,0,True
9,Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_goo_1,brush_hair,0,True
10,Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_goo_2,brush_hair,0,True
11,Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_med_0,brush_hair,0,True
12,Blonde_being_brushed_brush_hair_f_nm_np2_ri_med_0,brush_hair,0,False
13,Blonde_being_brushed_brush_hair_u_cm_np2_ri_med_1,brush_hair,0,False
14,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_1,brush_hair,0,True
15,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_2,brush_hair,0,True
16,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_4,brush_hair,0,True
17,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_le_goo_3,brush_hair,0,True
18,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_ri_goo_0,brush_hair,0,True
19,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_h_cm_np2_ri_goo_6,brush_hair,0,True
20,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_h_nm_np2_ri_goo_5,brush_hair,0,True
21,Brushing_Hair_with_Beth_brush_hair_h_nm_np1_le_goo_0,brush_hair,0,False
22,Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_1,brush_hair,0,False
23,Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_2,brush_hair,0,False
