,name,category_name,category,training_split
0,April_09_brush_hair_u_nm_np1_ba_goo_0,brush_hair,0,True
1,April_09_brush_hair_u_nm_np1_ba_goo_1,brush_hair,0,True
2,April_09_brush_hair_u_nm_np1_ba_goo_2,brush_hair,0,True
3,Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np1_ri_med_3,brush_hair,0,False
4,Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_goo_0,brush_hair,0,False
5,Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_goo_1,brush_hair,0,False
6,Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_med_2,brush_hair,0,False
7,Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_ba_med_3,brush_hair,0,True
8,Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_goo_2,brush_hair,0,True
9,Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_med_0,brush_hair,0,True
10,Blonde_being_brushed_brush_hair_f_nm_np2_ri_med_0,brush_hair,0,True
11,Blonde_being_brushed_brush_hair_u_cm_np2_ri_med_1,brush_hair,0,True
12,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_1,brush_hair,0,False
13,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_2,brush_hair,0,False
14,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_4,brush_hair,0,False
15,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_le_goo_3,brush_hair,0,False
16,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_h_cm_np2_ri_goo_6,brush_hair,0,False
17,Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_h_nm_np2_ri_goo_5,brush_hair,0,False
18,Brushing_Hair_with_Beth_brush_hair_h_nm_np1_le_goo_0,brush_hair,0,True
19,Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_1,brush_hair,0,True
20,Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_2,brush_hair,0,True
21,Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_fr_goo_0,brush_hair,0,True
22,Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_1,brush_hair,0,True
23,Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_2,brush_hair,0,True
24,Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_3,brush_hair,0,True
25,Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_0,brush_hair,0,False
26,Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1,brush_hair,0,False
27,Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_2,brush_hair,0,False
28,Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_1,brush_hair,0,True
29,Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_2,brush_hair,0,True
30,Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_fr_goo_0,brush_hair,0,True
31,Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_1,brush_hair,0,False
32,Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_2,brush_hair,0,False
33,Brushing_my_hair_-_December_2008_brush_hair_u_nm_np1_ba_goo_0,brush_hair,0,False
34,Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2,brush_hair,0,True
35,Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_0,brush_hair,0,True
36,Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1,brush_hair,0,True
37,Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_0,brush_hair,0,True
38,Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_1,brush_hair,0,True
39,Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2,brush_hair,0,True
40,Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_0,brush_hair,0,True
41,Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_1,brush_hair,0,True
42,Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_nm_np1_ri_goo_3,brush_hair,0,True
43,Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_0,brush_hair,0,True
44,Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_2,brush_hair,0,True
45,Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ri_goo_1,brush_hair,0,True
46,Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_0,brush_hair,0,False
47,Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_2,brush_hair,0,False
48,Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_le_goo_1,brush_hair,0,False
49,Haarek_mmen_brush_hair_h_cm_np1_fr_goo_0,brush_hair,0,True
50,Haarek_mmen_brush_hair_h_cm_np1_fr_goo_1,brush_hair,0,True
51,Haarek_mmen_brush_hair_h_cm_np1_fr_goo_2,brush_hair,0,True
52,Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_1,brush_hair,0,True
53,Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_2,brush_hair,0,True
54,Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_le_med_0,brush_hair,0,True
55,My_Hair_Routine_brush_hair_h_nm_np1_le_goo_0,brush_hair,0,False
56,Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np1_fr_goo_1,brush_hair,0,True
